danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.675,0.793,2,-5.623,1,0.0564,0.139,1.34E-06,0.104,0.655,119.606,audio_features,2F810jOTFy5pZ0R5TdNQK6,spotify:track:2F810jOTFy5pZ0R5TdNQK6,https://api.spotify.com/v1/tracks/2F810jOTFy5pZ0R5TdNQK6,https://api.spotify.com/v1/audio-analysis/2F810jOTFy5pZ0R5TdNQK6,249453,4
0.406,0.57,7,-12.374,1,0.0633,0.692,0.00219,0.396,0.642,142.792,audio_features,2HjXBfWWPIdRf75OCZr1tE,spotify:track:2HjXBfWWPIdRf75OCZr1tE,https://api.spotify.com/v1/tracks/2HjXBfWWPIdRf75OCZr1tE,https://api.spotify.com/v1/audio-analysis/2HjXBfWWPIdRf75OCZr1tE,263027,4
0.398,0.834,11,-5.786,0,0.0472,0.0298,2.35E-06,0.385,0.389,92.376,audio_features,2huPrhpbAW7MmfEgRu6oDV,spotify:track:2huPrhpbAW7MmfEgRu6oDV,https://api.spotify.com/v1/tracks/2huPrhpbAW7MmfEgRu6oDV,https://api.spotify.com/v1/audio-analysis/2huPrhpbAW7MmfEgRu6oDV,241253,4
0.575,0.727,9,-7.039,1,0.0385,0.0646,0.000117,0.0682,0.391,130.292,audio_features,2IaJhgBM8to7LTpflUJbT8,spotify:track:2IaJhgBM8to7LTpflUJbT8,https://api.spotify.com/v1/tracks/2IaJhgBM8to7LTpflUJbT8,https://api.spotify.com/v1/audio-analysis/2IaJhgBM8to7LTpflUJbT8,262080,4
0.271,0.725,1,-6.24,1,0.0468,0.182,0.00184,0.199,0.206,149.154,audio_features,2jaZ13slcANWEtTHGPeUE7,spotify:track:2jaZ13slcANWEtTHGPeUE7,https://api.spotify.com/v1/tracks/2jaZ13slcANWEtTHGPeUE7,https://api.spotify.com/v1/audio-analysis/2jaZ13slcANWEtTHGPeUE7,388293,4
0.174,0.467,3,-7.896,1,0.0383,0.801,0.000208,0.102,0.12,174.049,audio_features,2JOWE9Zqj4ew4AFQ7hUujs,spotify:track:2JOWE9Zqj4ew4AFQ7hUujs,https://api.spotify.com/v1/tracks/2JOWE9Zqj4ew4AFQ7hUujs,https://api.spotify.com/v1/audio-analysis/2JOWE9Zqj4ew4AFQ7hUujs,265440,4
0.493,0.921,2,-6.734,1,0.139,0.0991,1.52E-06,0.438,0.338,121.234,audio_features,2jozo8pxljqJtoYJeLr5T6,spotify:track:2jozo8pxljqJtoYJeLr5T6,https://api.spotify.com/v1/tracks/2jozo8pxljqJtoYJeLr5T6,https://api.spotify.com/v1/audio-analysis/2jozo8pxljqJtoYJeLr5T6,245067,4
0.522,0.408,0,-7.472,0,0.0294,0.555,0,0.095,0.123,119.446,audio_features,2ObbsqwTvvJXv0WydF9wbg,spotify:track:2ObbsqwTvvJXv0WydF9wbg,https://api.spotify.com/v1/tracks/2ObbsqwTvvJXv0WydF9wbg,https://api.spotify.com/v1/audio-analysis/2ObbsqwTvvJXv0WydF9wbg,251320,3
0.317,0.0455,2,-16.092,1,0.0344,0.88,0,0.172,0.571,107.711,audio_features,2P2DVfvkVlh317i9PhFQqF,spotify:track:2P2DVfvkVlh317i9PhFQqF,https://api.spotify.com/v1/tracks/2P2DVfvkVlh317i9PhFQqF,https://api.spotify.com/v1/audio-analysis/2P2DVfvkVlh317i9PhFQqF,67573,1
0.245,0.797,7,-9.12,1,0.0588,0.00644,0.000449,0.789,0.264,127.731,audio_features,2pughRn5WLbv7NmGYr8fGX,spotify:track:2pughRn5WLbv7NmGYr8fGX,https://api.spotify.com/v1/tracks/2pughRn5WLbv7NmGYr8fGX,https://api.spotify.com/v1/audio-analysis/2pughRn5WLbv7NmGYr8fGX,337120,4
0.435,0.7,11,-7.3,0,0.0321,0.388,0,0.118,0.266,84.002,audio_features,2qeDOouPZnHdj9x2B9CSNP,spotify:track:2qeDOouPZnHdj9x2B9CSNP,https://api.spotify.com/v1/tracks/2qeDOouPZnHdj9x2B9CSNP,https://api.spotify.com/v1/audio-analysis/2qeDOouPZnHdj9x2B9CSNP,263627,4
0.546,0.765,2,-7.194,1,0.0434,0.113,0.000251,0.0936,0.382,122.345,audio_features,2rNcbSdvRtEeLXuWTzei8Q,spotify:track:2rNcbSdvRtEeLXuWTzei8Q,https://api.spotify.com/v1/tracks/2rNcbSdvRtEeLXuWTzei8Q,https://api.spotify.com/v1/audio-analysis/2rNcbSdvRtEeLXuWTzei8Q,226587,4
0.398,0.834,11,-5.786,0,0.0472,0.0298,2.35E-06,0.385,0.389,92.376,audio_features,2tmVvCsSM7pN6MmSMU65Mc,spotify:track:2tmVvCsSM7pN6MmSMU65Mc,https://api.spotify.com/v1/tracks/2tmVvCsSM7pN6MmSMU65Mc,https://api.spotify.com/v1/audio-analysis/2tmVvCsSM7pN6MmSMU65Mc,241253,4
0.271,0.725,1,-6.24,1,0.0468,0.182,0.00184,0.199,0.206,149.154,audio_features,2tUgNKpW5Y3IkH2HXKG85d,spotify:track:2tUgNKpW5Y3IkH2HXKG85d,https://api.spotify.com/v1/tracks/2tUgNKpW5Y3IkH2HXKG85d,https://api.spotify.com/v1/audio-analysis/2tUgNKpW5Y3IkH2HXKG85d,388293,4
0.362,0.86,5,-5.707,1,0.0891,0.0702,0.00615,0.347,0.318,89.305,audio_features,2Ud9G52JczCzQM8P4qJlu5,spotify:track:2Ud9G52JczCzQM8P4qJlu5,https://api.spotify.com/v1/tracks/2Ud9G52JczCzQM8P4qJlu5,https://api.spotify.com/v1/audio-analysis/2Ud9G52JczCzQM8P4qJlu5,249147,4
0.286,0.565,8,-6.368,0,0.032,0.179,0,0.321,0.132,106.219,audio_features,2UfOhgZHUucKmi8grjeVjX,spotify:track:2UfOhgZHUucKmi8grjeVjX,https://api.spotify.com/v1/tracks/2UfOhgZHUucKmi8grjeVjX,https://api.spotify.com/v1/audio-analysis/2UfOhgZHUucKmi8grjeVjX,230160,4
0.535,0.465,3,-6.754,1,0.0309,0.579,0,0.0855,0.437,96.781,audio_features,2ug96he0Y1QQOzddQZosM6,spotify:track:2ug96he0Y1QQOzddQZosM6,https://api.spotify.com/v1/tracks/2ug96he0Y1QQOzddQZosM6,https://api.spotify.com/v1/audio-analysis/2ug96he0Y1QQOzddQZosM6,173053,4
0.396,0.701,8,-6.993,1,0.0625,0.199,0,0.134,0.367,109.312,audio_features,2VG7Ml71XBVlfR7xNUhaMi,spotify:track:2VG7Ml71XBVlfR7xNUhaMi,https://api.spotify.com/v1/tracks/2VG7Ml71XBVlfR7xNUhaMi,https://api.spotify.com/v1/audio-analysis/2VG7Ml71XBVlfR7xNUhaMi,292947,3
0.35,0.845,4,-12.339,0,0.2,0.0424,0.000622,0.111,0.421,135.252,audio_features,2Wq1g93dCdtoK0rDfKVrDa,spotify:track:2Wq1g93dCdtoK0rDfKVrDa,https://api.spotify.com/v1/tracks/2Wq1g93dCdtoK0rDfKVrDa,https://api.spotify.com/v1/audio-analysis/2Wq1g93dCdtoK0rDfKVrDa,342880,4
0.404,0.734,8,-5.825,1,0.0479,0.202,0,0.3,0.361,77.833,audio_features,2WutPB8Ba8WFqSvogJf18E,spotify:track:2WutPB8Ba8WFqSvogJf18E,https://api.spotify.com/v1/tracks/2WutPB8Ba8WFqSvogJf18E,https://api.spotify.com/v1/audio-analysis/2WutPB8Ba8WFqSvogJf18E,324920,4
0.514,0.584,1,-9.658,1,0.0267,0.0285,0,0.103,0.35,101.654,audio_features,2zLSKwBRXChkhM6GlMkIeD,spotify:track:2zLSKwBRXChkhM6GlMkIeD,https://api.spotify.com/v1/tracks/2zLSKwBRXChkhM6GlMkIeD,https://api.spotify.com/v1/audio-analysis/2zLSKwBRXChkhM6GlMkIeD,210813,4
0.478,0.736,9,-6.431,1,0.0402,0.17,1.69E-06,0.292,0.316,116.772,audio_features,30c7xFnW6yvypYUlueZger,spotify:track:30c7xFnW6yvypYUlueZger,https://api.spotify.com/v1/tracks/30c7xFnW6yvypYUlueZger,https://api.spotify.com/v1/audio-analysis/30c7xFnW6yvypYUlueZger,212012,4
0.672,0.773,9,-6,1,0.036,0.016,0.00101,0.171,0.692,130.116,audio_features,30nuwDQ49xTByZpgaIP6WN,spotify:track:30nuwDQ49xTByZpgaIP6WN,https://api.spotify.com/v1/tracks/30nuwDQ49xTByZpgaIP6WN,https://api.spotify.com/v1/audio-analysis/30nuwDQ49xTByZpgaIP6WN,262253,4
0.744,0.499,5,-7.689,1,0.0352,0.176,0.000393,0.102,0.678,112.338,audio_features,319Ub9OA1mncAsdw5Fby38,spotify:track:319Ub9OA1mncAsdw5Fby38,https://api.spotify.com/v1/tracks/319Ub9OA1mncAsdw5Fby38,https://api.spotify.com/v1/audio-analysis/319Ub9OA1mncAsdw5Fby38,343320,4
0.297,0.948,7,-6.396,1,0.155,0.0587,0.000133,0.646,0.158,128.749,audio_features,34zqiKX4EgI4nKeW3DQ2YF,spotify:track:34zqiKX4EgI4nKeW3DQ2YF,https://api.spotify.com/v1/tracks/34zqiKX4EgI4nKeW3DQ2YF,https://api.spotify.com/v1/audio-analysis/34zqiKX4EgI4nKeW3DQ2YF,190960,4
0.433,0.604,3,-6.172,1,0.0284,0.47,0,0.0915,0.307,82.238,audio_features,354d1lE2iIlySGBIVMzdmM,spotify:track:354d1lE2iIlySGBIVMzdmM,https://api.spotify.com/v1/tracks/354d1lE2iIlySGBIVMzdmM,https://api.spotify.com/v1/audio-analysis/354d1lE2iIlySGBIVMzdmM,246196,4
0.285,0.423,7,-8.787,1,0.0294,0.239,0,0.181,0.312,71.993,audio_features,39MfSQsJ5vI5b7XnBZVtyG,spotify:track:39MfSQsJ5vI5b7XnBZVtyG,https://api.spotify.com/v1/tracks/39MfSQsJ5vI5b7XnBZVtyG,https://api.spotify.com/v1/audio-analysis/39MfSQsJ5vI5b7XnBZVtyG,261613,4
0.242,0.906,4,-8.089,0,0.252,0.273,0.000596,0.933,0.0651,102.714,audio_features,39rssQXzcEBYgkauXuICYX,spotify:track:39rssQXzcEBYgkauXuICYX,https://api.spotify.com/v1/tracks/39rssQXzcEBYgkauXuICYX,https://api.spotify.com/v1/audio-analysis/39rssQXzcEBYgkauXuICYX,319360,3
0.328,0.723,2,-7.842,1,0.0434,0.13,0.0857,0.369,0.749,144.832,audio_features,3atSPpHkmYzGe6A3ucM9XK,spotify:track:3atSPpHkmYzGe6A3ucM9XK,https://api.spotify.com/v1/tracks/3atSPpHkmYzGe6A3ucM9XK,https://api.spotify.com/v1/audio-analysis/3atSPpHkmYzGe6A3ucM9XK,199533,4
0.367,0.747,9,-7.065,1,0.172,0.137,1.49E-06,0.181,0.583,115.08,audio_features,3bWSZJNksVLn6KxkYdJg8v,spotify:track:3bWSZJNksVLn6KxkYdJg8v,https://api.spotify.com/v1/tracks/3bWSZJNksVLn6KxkYdJg8v,https://api.spotify.com/v1/audio-analysis/3bWSZJNksVLn6KxkYdJg8v,224173,4
0.377,0.842,11,-5.119,0,0.0492,0.025,8.33E-05,0.287,0.387,92.369,audio_features,3D32coooLpTbSCq7FYfTsX,spotify:track:3D32coooLpTbSCq7FYfTsX,https://api.spotify.com/v1/tracks/3D32coooLpTbSCq7FYfTsX,https://api.spotify.com/v1/audio-analysis/3D32coooLpTbSCq7FYfTsX,280480,4
0.604,0.438,0,-10.265,1,0.0282,0.246,0,0.172,0.347,110.162,audio_features,3Dnb6Kfmh8g5OECqeuJuz8,spotify:track:3Dnb6Kfmh8g5OECqeuJuz8,https://api.spotify.com/v1/tracks/3Dnb6Kfmh8g5OECqeuJuz8,https://api.spotify.com/v1/audio-analysis/3Dnb6Kfmh8g5OECqeuJuz8,278120,4
0.274,0.873,9,-5.671,1,0.0588,0.0313,0.000261,0.12,0.51,180.139,audio_features,3DqTdL7vX66JMuI74nFP8i,spotify:track:3DqTdL7vX66JMuI74nFP8i,https://api.spotify.com/v1/tracks/3DqTdL7vX66JMuI74nFP8i,https://api.spotify.com/v1/audio-analysis/3DqTdL7vX66JMuI74nFP8i,325733,4
0.516,0.77,0,-7.007,1,0.0429,0.168,0.0191,0.0477,0.554,119.126,audio_features,3enaxjwRNw3sa4zU9ng4Jh,spotify:track:3enaxjwRNw3sa4zU9ng4Jh,https://api.spotify.com/v1/tracks/3enaxjwRNw3sa4zU9ng4Jh,https://api.spotify.com/v1/audio-analysis/3enaxjwRNw3sa4zU9ng4Jh,172267,4
0.493,0.921,2,-6.734,1,0.139,0.0991,1.52E-06,0.438,0.338,121.234,audio_features,3gRLAyaC8IroioDP04IVaG,spotify:track:3gRLAyaC8IroioDP04IVaG,https://api.spotify.com/v1/tracks/3gRLAyaC8IroioDP04IVaG,https://api.spotify.com/v1/audio-analysis/3gRLAyaC8IroioDP04IVaG,245067,4
0.58,0.895,2,-6.176,1,0.0848,0.203,7.37E-06,0.0973,0.416,144.025,audio_features,3hoEs3FjCASGUasjMLJ3ti,spotify:track:3hoEs3FjCASGUasjMLJ3ti,https://api.spotify.com/v1/tracks/3hoEs3FjCASGUasjMLJ3ti,https://api.spotify.com/v1/audio-analysis/3hoEs3FjCASGUasjMLJ3ti,271013,4
0.336,0.677,0,-7.033,1,0.0347,0.201,0,0.29,0.429,156.097,audio_features,3jHSZ2KqcylCrrJSRezgbV,spotify:track:3jHSZ2KqcylCrrJSRezgbV,https://api.spotify.com/v1/tracks/3jHSZ2KqcylCrrJSRezgbV,https://api.spotify.com/v1/audio-analysis/3jHSZ2KqcylCrrJSRezgbV,285813,4
0.458,0.855,2,-8.568,1,0.0896,0.081,1.15E-06,0.402,0.348,121.427,audio_features,3M456mM21CoqUmlVxkHUHx,spotify:track:3M456mM21CoqUmlVxkHUHx,https://api.spotify.com/v1/tracks/3M456mM21CoqUmlVxkHUHx,https://api.spotify.com/v1/audio-analysis/3M456mM21CoqUmlVxkHUHx,229920,4
0.238,0.921,4,-8.451,0,0.128,0.00937,2.17E-05,0.454,0.073,173.036,audio_features,3neKj9cDYM98NS314XgX4O,spotify:track:3neKj9cDYM98NS314XgX4O,https://api.spotify.com/v1/tracks/3neKj9cDYM98NS314XgX4O,https://api.spotify.com/v1/audio-analysis/3neKj9cDYM98NS314XgX4O,83680,4
0.197,0.663,0,-8.954,1,0.0643,0.00201,0.0056,0.233,0.398,172.263,audio_features,3QUfTEqpNDtR3a0VtCgCJH,spotify:track:3QUfTEqpNDtR3a0VtCgCJH,https://api.spotify.com/v1/tracks/3QUfTEqpNDtR3a0VtCgCJH,https://api.spotify.com/v1/audio-analysis/3QUfTEqpNDtR3a0VtCgCJH,262200,3
0.182,0.388,4,-8.672,0,0.0324,0.544,0.00134,0.114,0.0392,139.276,audio_features,3SGP8It5WDnCONyApJKRTJ,spotify:track:3SGP8It5WDnCONyApJKRTJ,https://api.spotify.com/v1/tracks/3SGP8It5WDnCONyApJKRTJ,https://api.spotify.com/v1/audio-analysis/3SGP8It5WDnCONyApJKRTJ,295333,4
0.395,0.656,9,-6.462,1,0.0329,0.29,2.72E-05,0.0624,0.487,174.782,audio_features,3tR8iZk5KTJ5NTqbpIfs9L,spotify:track:3tR8iZk5KTJ5NTqbpIfs9L,https://api.spotify.com/v1/tracks/3tR8iZk5KTJ5NTqbpIfs9L,https://api.spotify.com/v1/audio-analysis/3tR8iZk5KTJ5NTqbpIfs9L,274227,4
0.396,0.687,5,-6.452,1,0.0318,0.0804,0,0.407,0.369,76.031,audio_features,3UfnnpAoRpnwSoGPdpdWJh,spotify:track:3UfnnpAoRpnwSoGPdpdWJh,https://api.spotify.com/v1/tracks/3UfnnpAoRpnwSoGPdpdWJh,https://api.spotify.com/v1/audio-analysis/3UfnnpAoRpnwSoGPdpdWJh,121373,4
0.935,0.624,11,-8.537,0,0.227,0.0587,3.04E-05,0.0733,0.808,105.978,audio_features,3wAhYkpkB64UJZv1o9hi5J,spotify:track:3wAhYkpkB64UJZv1o9hi5J,https://api.spotify.com/v1/tracks/3wAhYkpkB64UJZv1o9hi5J,https://api.spotify.com/v1/audio-analysis/3wAhYkpkB64UJZv1o9hi5J,260720,4
0.242,0.296,9,-12.441,0,0.0358,0.829,3.79E-05,0.133,0.172,153.293,audio_features,3wGenfAuuEqPDvMK8NNItU,spotify:track:3wGenfAuuEqPDvMK8NNItU,https://api.spotify.com/v1/tracks/3wGenfAuuEqPDvMK8NNItU,https://api.spotify.com/v1/audio-analysis/3wGenfAuuEqPDvMK8NNItU,273200,4
0.422,0.379,7,-7.741,1,0.0299,0.564,1.86E-05,0.118,0.225,72.637,audio_features,3WrGyWsiwrmqBAobw8BvYc,spotify:track:3WrGyWsiwrmqBAobw8BvYc,https://api.spotify.com/v1/tracks/3WrGyWsiwrmqBAobw8BvYc,https://api.spotify.com/v1/audio-analysis/3WrGyWsiwrmqBAobw8BvYc,260171,4
0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,audio_features,3YcResyW7mdunf3JxJiwp6,spotify:track:3YcResyW7mdunf3JxJiwp6,https://api.spotify.com/v1/tracks/3YcResyW7mdunf3JxJiwp6,https://api.spotify.com/v1/audio-analysis/3YcResyW7mdunf3JxJiwp6,264253,4
0.478,0.64,1,-5.914,1,0.0259,0.176,0,0.209,0.52,91.914,audio_features,41SgyLj01tBdn3b5NNKHkA,spotify:track:41SgyLj01tBdn3b5NNKHkA,https://api.spotify.com/v1/tracks/41SgyLj01tBdn3b5NNKHkA,https://api.spotify.com/v1/audio-analysis/41SgyLj01tBdn3b5NNKHkA,294867,4
0.493,0.921,2,-6.734,1,0.139,0.0991,1.52E-06,0.438,0.338,121.234,audio_features,44BGbZakeY57PgnGrwUUfS,spotify:track:44BGbZakeY57PgnGrwUUfS,https://api.spotify.com/v1/tracks/44BGbZakeY57PgnGrwUUfS,https://api.spotify.com/v1/audio-analysis/44BGbZakeY57PgnGrwUUfS,245067,4
0.449,0.532,7,-7.79,1,0.0269,0.0401,5.09E-06,0.33,0.305,75.027,audio_features,44si4AZPifEdhS1hlhgbHy,spotify:track:44si4AZPifEdhS1hlhgbHy,https://api.spotify.com/v1/tracks/44si4AZPifEdhS1hlhgbHy,https://api.spotify.com/v1/audio-analysis/44si4AZPifEdhS1hlhgbHy,248707,3
0.421,0.671,2,-7.666,1,0.0482,0.0581,0,0.361,0.557,88.176,audio_features,4CMzEkj6Oh0PaApON4oBe6,spotify:track:4CMzEkj6Oh0PaApON4oBe6,https://api.spotify.com/v1/tracks/4CMzEkj6Oh0PaApON4oBe6,https://api.spotify.com/v1/audio-analysis/4CMzEkj6Oh0PaApON4oBe6,202440,4
0.3,0.547,2,-10.124,0,0.0333,0.409,0.00613,0.134,0.247,95.663,audio_features,4dzTENQYOKn1BH3kFDC3kJ,spotify:track:4dzTENQYOKn1BH3kFDC3kJ,https://api.spotify.com/v1/tracks/4dzTENQYOKn1BH3kFDC3kJ,https://api.spotify.com/v1/audio-analysis/4dzTENQYOKn1BH3kFDC3kJ,248280,4
0.392,0.398,0,-9.973,0,0.0515,0.256,0,0.195,0.236,143.587,audio_features,4E1eIF3SZ8gljmEJc4YNtk,spotify:track:4E1eIF3SZ8gljmEJc4YNtk,https://api.spotify.com/v1/tracks/4E1eIF3SZ8gljmEJc4YNtk,https://api.spotify.com/v1/audio-analysis/4E1eIF3SZ8gljmEJc4YNtk,355467,4
0.283,0.517,7,-8.216,1,0.0321,0.212,0,0.224,0.21,104.098,audio_features,4EuUgf9sogWvVSJxFJa5Y1,spotify:track:4EuUgf9sogWvVSJxFJa5Y1,https://api.spotify.com/v1/tracks/4EuUgf9sogWvVSJxFJa5Y1,https://api.spotify.com/v1/audio-analysis/4EuUgf9sogWvVSJxFJa5Y1,206000,3
0.682,0.862,7,-7.775,1,0.0463,0.00733,0.00792,0.371,0.519,123.71,audio_features,4FNT8FWdyUHykWXy7KSMa4,spotify:track:4FNT8FWdyUHykWXy7KSMa4,https://api.spotify.com/v1/tracks/4FNT8FWdyUHykWXy7KSMa4,https://api.spotify.com/v1/audio-analysis/4FNT8FWdyUHykWXy7KSMa4,217200,4
0.615,0.807,5,-6.808,1,0.0593,0.574,5.73E-06,0.181,0.326,115.606,audio_features,4fXvNNQi5nIQpYnmguk0YN,spotify:track:4fXvNNQi5nIQpYnmguk0YN,https://api.spotify.com/v1/tracks/4fXvNNQi5nIQpYnmguk0YN,https://api.spotify.com/v1/audio-analysis/4fXvNNQi5nIQpYnmguk0YN,248693,4
0.319,0.752,7,-6.982,0,0.0345,0.00624,0,0.968,0.212,80.899,audio_features,4GRyEnshYyoShwFtgNRqKa,spotify:track:4GRyEnshYyoShwFtgNRqKa,https://api.spotify.com/v1/tracks/4GRyEnshYyoShwFtgNRqKa,https://api.spotify.com/v1/audio-analysis/4GRyEnshYyoShwFtgNRqKa,275360,4
0.447,0.531,7,-7.721,1,0.0269,0.0377,1.28E-05,0.336,0.339,75.051,audio_features,4Hq7W98Ia3IWewXGkffVOD,spotify:track:4Hq7W98Ia3IWewXGkffVOD,https://api.spotify.com/v1/tracks/4Hq7W98Ia3IWewXGkffVOD,https://api.spotify.com/v1/audio-analysis/4Hq7W98Ia3IWewXGkffVOD,246907,3
0.478,0.692,8,-7.015,1,0.0559,0.19,0,0.0629,0.398,112.549,audio_features,4I43KFq2oU35EleiNDIpke,spotify:track:4I43KFq2oU35EleiNDIpke,https://api.spotify.com/v1/tracks/4I43KFq2oU35EleiNDIpke,https://api.spotify.com/v1/audio-analysis/4I43KFq2oU35EleiNDIpke,296453,3
0.428,0.787,9,-4.998,1,0.0849,0.315,2.03E-05,0.124,0.523,128.582,audio_features,4l1LhXxZnJy09SAKWloLJc,spotify:track:4l1LhXxZnJy09SAKWloLJc,https://api.spotify.com/v1/tracks/4l1LhXxZnJy09SAKWloLJc,https://api.spotify.com/v1/audio-analysis/4l1LhXxZnJy09SAKWloLJc,218320,4
0.688,0.506,9,-6.4,1,0.032,0.0122,0.00028,0.108,0.644,117.548,audio_features,4MCjIiZ2Zq3zj5VeDrTM4u,spotify:track:4MCjIiZ2Zq3zj5VeDrTM4u,https://api.spotify.com/v1/tracks/4MCjIiZ2Zq3zj5VeDrTM4u,https://api.spotify.com/v1/audio-analysis/4MCjIiZ2Zq3zj5VeDrTM4u,203267,4
0.796,0.43,4,-8.994,1,0.0325,0.0869,0.000343,0.0776,0.559,108.959,audio_features,4mLbifiule87a2oLrvwLVu,spotify:track:4mLbifiule87a2oLrvwLVu,https://api.spotify.com/v1/tracks/4mLbifiule87a2oLrvwLVu,https://api.spotify.com/v1/audio-analysis/4mLbifiule87a2oLrvwLVu,258000,4
0.395,0.899,7,-10.438,1,0.0899,0.537,0.508,0.927,0.356,124.142,audio_features,4NReSwro351GpF5CNKi4x9,spotify:track:4NReSwro351GpF5CNKi4x9,https://api.spotify.com/v1/tracks/4NReSwro351GpF5CNKi4x9,https://api.spotify.com/v1/audio-analysis/4NReSwro351GpF5CNKi4x9,92213,4
0.556,0.363,11,-8.542,0,0.0261,0.267,0.000557,0.35,0.114,111.035,audio_features,4NVCYOSFS22xXhjbIudKjp,spotify:track:4NVCYOSFS22xXhjbIudKjp,https://api.spotify.com/v1/tracks/4NVCYOSFS22xXhjbIudKjp,https://api.spotify.com/v1/audio-analysis/4NVCYOSFS22xXhjbIudKjp,267480,3
0.155,0.646,0,-11.086,1,0.0541,0.208,6.78E-05,0.188,0.213,155.32,audio_features,4ODgFAlSa4RSeugPEXJGcQ,spotify:track:4ODgFAlSa4RSeugPEXJGcQ,https://api.spotify.com/v1/tracks/4ODgFAlSa4RSeugPEXJGcQ,https://api.spotify.com/v1/audio-analysis/4ODgFAlSa4RSeugPEXJGcQ,373853,4
0.371,0.855,7,-6.011,1,0.0806,0.0836,0,0.661,0.355,81.261,audio_features,4oRl8T1PhRJZfrz11kJvgA,spotify:track:4oRl8T1PhRJZfrz11kJvgA,https://api.spotify.com/v1/tracks/4oRl8T1PhRJZfrz11kJvgA,https://api.spotify.com/v1/audio-analysis/4oRl8T1PhRJZfrz11kJvgA,211627,4
0.283,0.719,3,-9.713,1,0.0562,0.881,0.00713,0.802,0.107,141.251,audio_features,4q8CKKZOu23jlkNKPhDZDK,spotify:track:4q8CKKZOu23jlkNKPhDZDK,https://api.spotify.com/v1/tracks/4q8CKKZOu23jlkNKPhDZDK,https://api.spotify.com/v1/audio-analysis/4q8CKKZOu23jlkNKPhDZDK,62040,4
0.314,0.627,6,-5.678,1,0.0365,0.119,0,0.304,0.144,81.606,audio_features,4QkIgkVcpgOPqKoqFeWGC3,spotify:track:4QkIgkVcpgOPqKoqFeWGC3,https://api.spotify.com/v1/tracks/4QkIgkVcpgOPqKoqFeWGC3,https://api.spotify.com/v1/audio-analysis/4QkIgkVcpgOPqKoqFeWGC3,229200,3
0.47,0.873,9,-4.121,1,0.0884,0.377,0,0.213,0.444,91.49,audio_features,4sV6HgLC6GszOxPxHGSKik,spotify:track:4sV6HgLC6GszOxPxHGSKik,https://api.spotify.com/v1/tracks/4sV6HgLC6GszOxPxHGSKik,https://api.spotify.com/v1/audio-analysis/4sV6HgLC6GszOxPxHGSKik,273560,4
0.685,0.915,9,-5.785,0,0.0455,0.00805,0.0622,0.156,0.863,136.817,audio_features,4xSDpJJNXAUis65Ogl7f7i,spotify:track:4xSDpJJNXAUis65Ogl7f7i,https://api.spotify.com/v1/tracks/4xSDpJJNXAUis65Ogl7f7i,https://api.spotify.com/v1/audio-analysis/4xSDpJJNXAUis65Ogl7f7i,170040,4
0.236,0.948,1,-5.621,0,0.25,0.0428,0.0885,0.354,0.0983,84.768,audio_features,4yFLLcCMx2eMraXJWKaOJZ,spotify:track:4yFLLcCMx2eMraXJWKaOJZ,https://api.spotify.com/v1/tracks/4yFLLcCMx2eMraXJWKaOJZ,https://api.spotify.com/v1/audio-analysis/4yFLLcCMx2eMraXJWKaOJZ,273973,4
0.49,0.92,2,-6.782,1,0.139,0.0983,2.52E-06,0.943,0.333,121.205,audio_features,4Z4c5kIxq6QYa2nQdGopwW,spotify:track:4Z4c5kIxq6QYa2nQdGopwW,https://api.spotify.com/v1/tracks/4Z4c5kIxq6QYa2nQdGopwW,https://api.spotify.com/v1/audio-analysis/4Z4c5kIxq6QYa2nQdGopwW,240147,4
0.428,0.787,9,-4.998,1,0.0849,0.315,2.03E-05,0.124,0.523,128.582,audio_features,4zguEJ2UaLe4zbEIDWqiVP,spotify:track:4zguEJ2UaLe4zbEIDWqiVP,https://api.spotify.com/v1/tracks/4zguEJ2UaLe4zbEIDWqiVP,https://api.spotify.com/v1/audio-analysis/4zguEJ2UaLe4zbEIDWqiVP,218320,4
0.504,0.821,2,-6.318,1,0.0427,0.0418,0.00042,0.187,0.623,144.005,audio_features,5EyaJ9Jn5OVYzBQKvdrwiU,spotify:track:5EyaJ9Jn5OVYzBQKvdrwiU,https://api.spotify.com/v1/tracks/5EyaJ9Jn5OVYzBQKvdrwiU,https://api.spotify.com/v1/audio-analysis/5EyaJ9Jn5OVYzBQKvdrwiU,284373,4
0.688,0.861,7,-6.904,1,0.0444,0.00496,0.0208,0.298,0.499,123.711,audio_features,5EyrSES4OYcUxpZdhO1MQj,spotify:track:5EyrSES4OYcUxpZdhO1MQj,https://api.spotify.com/v1/tracks/5EyrSES4OYcUxpZdhO1MQj,https://api.spotify.com/v1/audio-analysis/5EyrSES4OYcUxpZdhO1MQj,217160,4
0.548,0.405,8,-12.121,1,0.0563,0.816,0,0.81,0.337,101.725,audio_features,5FRPF4w6W1WVeCH4L4PKL1,spotify:track:5FRPF4w6W1WVeCH4L4PKL1,https://api.spotify.com/v1/tracks/5FRPF4w6W1WVeCH4L4PKL1,https://api.spotify.com/v1/audio-analysis/5FRPF4w6W1WVeCH4L4PKL1,88533,4
