danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.449,0.532,7,-7.79,1,0.0269,0.0401,5.09E-06,0.33,0.305,75.027,audio_features,5g8hoLEPFc8d3neKjvPHYv,spotify:track:5g8hoLEPFc8d3neKjvPHYv,https://api.spotify.com/v1/tracks/5g8hoLEPFc8d3neKjvPHYv,https://api.spotify.com/v1/audio-analysis/5g8hoLEPFc8d3neKjvPHYv,248707,3
0.206,0.548,3,-16.071,1,0.141,0.798,0,0.779,0.453,87.477,audio_features,5GMEbJSa4Zrm4b7IF23dNB,spotify:track:5GMEbJSa4Zrm4b7IF23dNB,https://api.spotify.com/v1/tracks/5GMEbJSa4Zrm4b7IF23dNB,https://api.spotify.com/v1/audio-analysis/5GMEbJSa4Zrm4b7IF23dNB,135693,4
0.393,0.74,8,-5.851,1,0.0481,0.21,0,0.325,0.375,77.716,audio_features,5H7ep7VHQ8iAdYFRpWkCMa,spotify:track:5H7ep7VHQ8iAdYFRpWkCMa,https://api.spotify.com/v1/tracks/5H7ep7VHQ8iAdYFRpWkCMa,https://api.spotify.com/v1/audio-analysis/5H7ep7VHQ8iAdYFRpWkCMa,325083,4
0.449,0.909,8,-6.118,1,0.0848,0.0748,0,0.0967,0.468,139.078,audio_features,5iqXEBbLEuwx0CkCZvP05W,spotify:track:5iqXEBbLEuwx0CkCZvP05W,https://api.spotify.com/v1/tracks/5iqXEBbLEuwx0CkCZvP05W,https://api.spotify.com/v1/audio-analysis/5iqXEBbLEuwx0CkCZvP05W,289881,4
0.382,0.535,2,-8.318,1,0.0287,0.14,1.85E-06,0.0709,0.125,81.155,audio_features,54yTYc6V2ByxpXwGAFmv7p,spotify:track:54yTYc6V2ByxpXwGAFmv7p,https://api.spotify.com/v1/tracks/54yTYc6V2ByxpXwGAFmv7p,https://api.spotify.com/v1/audio-analysis/54yTYc6V2ByxpXwGAFmv7p,269200,4
0.463,0.488,7,-8.142,1,0.0262,0.0623,0.00164,0.271,0.26,75.031,audio_features,5jYLlosdvmPfutfWE5rQYW,spotify:track:5jYLlosdvmPfutfWE5rQYW,https://api.spotify.com/v1/tracks/5jYLlosdvmPfutfWE5rQYW,https://api.spotify.com/v1/audio-analysis/5jYLlosdvmPfutfWE5rQYW,359680,4
0.656,0.788,4,-9.722,0,0.118,0.0874,4.76E-06,0.869,0.413,116.27,audio_features,1PapjGjkXoI7dttrBjooFj,spotify:track:1PapjGjkXoI7dttrBjooFj,https://api.spotify.com/v1/tracks/1PapjGjkXoI7dttrBjooFj,https://api.spotify.com/v1/audio-analysis/1PapjGjkXoI7dttrBjooFj,296307,4
0.484,0.443,1,-11.698,1,0.0967,0.744,2.43E-06,0.326,0.47,97.572,audio_features,14v1c7cu3sK2FnUTQMc9bf,spotify:track:14v1c7cu3sK2FnUTQMc9bf,https://api.spotify.com/v1/tracks/14v1c7cu3sK2FnUTQMc9bf,https://api.spotify.com/v1/audio-analysis/14v1c7cu3sK2FnUTQMc9bf,143840,4
0.204,0.91,2,-10.102,1,0.401,0.42,0.000468,0.924,0.0349,93.543,audio_features,5JzUP9NmN3yrIYAjrF4INA,spotify:track:5JzUP9NmN3yrIYAjrF4INA,https://api.spotify.com/v1/tracks/5JzUP9NmN3yrIYAjrF4INA,https://api.spotify.com/v1/audio-analysis/5JzUP9NmN3yrIYAjrF4INA,323773,4
0.212,0.718,7,-13.196,1,0.105,0.793,0.0863,0.942,0.669,83.742,audio_features,2fDu7KugFob2dMqjIE8OHF,spotify:track:2fDu7KugFob2dMqjIE8OHF,https://api.spotify.com/v1/tracks/2fDu7KugFob2dMqjIE8OHF,https://api.spotify.com/v1/audio-analysis/2fDu7KugFob2dMqjIE8OHF,83267,4
0.388,0.878,7,-5.078,1,0.0804,0.0342,0,0.572,0.313,81.281,audio_features,5k3wVXCo78U56s4BXxbzm4,spotify:track:5k3wVXCo78U56s4BXxbzm4,https://api.spotify.com/v1/tracks/5k3wVXCo78U56s4BXxbzm4,https://api.spotify.com/v1/audio-analysis/5k3wVXCo78U56s4BXxbzm4,211747,4
0.498,0.937,2,-7.626,1,0.0471,0.00389,0.117,0.086,0.328,113.929,audio_features,2SwIcYddJtRM6jCEY5zZOE,spotify:track:2SwIcYddJtRM6jCEY5zZOE,https://api.spotify.com/v1/tracks/2SwIcYddJtRM6jCEY5zZOE,https://api.spotify.com/v1/audio-analysis/2SwIcYddJtRM6jCEY5zZOE,254120,4
0.391,0.546,2,-7.657,1,0.0294,0.0914,1.12E-06,0.0658,0.121,81.772,audio_features,2bCXfYyjlDdkaJiGF4PYOS,spotify:track:2bCXfYyjlDdkaJiGF4PYOS,https://api.spotify.com/v1/tracks/2bCXfYyjlDdkaJiGF4PYOS,https://api.spotify.com/v1/audio-analysis/2bCXfYyjlDdkaJiGF4PYOS,271159,4
0.431,0.485,11,-6.893,0,0.0303,0.818,0,0.082,0.212,160.934,audio_features,5LBIFVn35Be0FWEfySqkLJ,spotify:track:5LBIFVn35Be0FWEfySqkLJ,https://api.spotify.com/v1/tracks/5LBIFVn35Be0FWEfySqkLJ,https://api.spotify.com/v1/audio-analysis/5LBIFVn35Be0FWEfySqkLJ,213390,4
0.382,0.383,7,-7.696,1,0.0299,0.55,0.000041,0.172,0.179,146.066,audio_features,5lDkM1dDcrp4GEe93oukcj,spotify:track:5lDkM1dDcrp4GEe93oukcj,https://api.spotify.com/v1/tracks/5lDkM1dDcrp4GEe93oukcj,https://api.spotify.com/v1/audio-analysis/5lDkM1dDcrp4GEe93oukcj,258693,4
0.264,0.887,2,-9.082,1,0.0762,0.0707,0.0225,0.595,0.421,143.464,audio_features,7IDnnAAj1C7JQxAhdPT3oo,spotify:track:7IDnnAAj1C7JQxAhdPT3oo,https://api.spotify.com/v1/tracks/7IDnnAAj1C7JQxAhdPT3oo,https://api.spotify.com/v1/audio-analysis/7IDnnAAj1C7JQxAhdPT3oo,472227,4
0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,audio_features,6Wh00mhMuECTIzEHuICquU,spotify:track:6Wh00mhMuECTIzEHuICquU,https://api.spotify.com/v1/tracks/6Wh00mhMuECTIzEHuICquU,https://api.spotify.com/v1/audio-analysis/6Wh00mhMuECTIzEHuICquU,179200,4
0.446,0.713,8,-4.825,1,0.268,0.41,0,0.212,0.369,143.229,audio_features,4i997ro15ce6CDZvSjOXZp,spotify:track:4i997ro15ce6CDZvSjOXZp,https://api.spotify.com/v1/tracks/4i997ro15ce6CDZvSjOXZp,https://api.spotify.com/v1/audio-analysis/4i997ro15ce6CDZvSjOXZp,230120,4
0.485,0.869,11,-4.544,1,0.123,0.243,7.09E-05,0.416,0.573,95.154,audio_features,6wSuYlXjpNTcwsjGDabBGD,spotify:track:6wSuYlXjpNTcwsjGDabBGD,https://api.spotify.com/v1/tracks/6wSuYlXjpNTcwsjGDabBGD,https://api.spotify.com/v1/audio-analysis/6wSuYlXjpNTcwsjGDabBGD,167667,4
0.167,0.0122,2,-31.596,1,0.0556,0.688,0.908,0.0789,0.0308,128.351,audio_features,3cOyOKaVLS7Cc7Oe04pRGy,spotify:track:3cOyOKaVLS7Cc7Oe04pRGy,https://api.spotify.com/v1/tracks/3cOyOKaVLS7Cc7Oe04pRGy,https://api.spotify.com/v1/audio-analysis/3cOyOKaVLS7Cc7Oe04pRGy,1354933,4
0.507,0.452,7,-6.8,1,0.0269,0.359,0,0.109,0.322,81.632,audio_features,1pBFEy8cz0Fq4Pru0c4awd,spotify:track:1pBFEy8cz0Fq4Pru0c4awd,https://api.spotify.com/v1/tracks/1pBFEy8cz0Fq4Pru0c4awd,https://api.spotify.com/v1/audio-analysis/1pBFEy8cz0Fq4Pru0c4awd,229920,3
0.415,0.211,1,-12.592,1,0.0351,0.824,0,0.11,0.164,79.06,audio_features,5Lihp9dRf6e7kl2kImnVWs,spotify:track:5Lihp9dRf6e7kl2kImnVWs,https://api.spotify.com/v1/tracks/5Lihp9dRf6e7kl2kImnVWs,https://api.spotify.com/v1/audio-analysis/5Lihp9dRf6e7kl2kImnVWs,132761,4
0.563,0.708,7,-6.592,1,0.024,0.0293,0.00308,0.157,0.553,102.053,audio_features,1XFtOlP4QGmJ8hKjiTVPsR,spotify:track:1XFtOlP4QGmJ8hKjiTVPsR,https://api.spotify.com/v1/tracks/1XFtOlP4QGmJ8hKjiTVPsR,https://api.spotify.com/v1/audio-analysis/1XFtOlP4QGmJ8hKjiTVPsR,196280,4
0.263,0.877,7,-7.752,1,0.0606,0.0379,4.19E-05,0.578,0.134,128.34,audio_features,5MnnytnJ8Ur458nCkVauXU,spotify:track:5MnnytnJ8Ur458nCkVauXU,https://api.spotify.com/v1/tracks/5MnnytnJ8Ur458nCkVauXU,https://api.spotify.com/v1/audio-analysis/5MnnytnJ8Ur458nCkVauXU,100827,4
0.246,0.903,9,-7.658,0,0.0741,0.00078,0.00545,0.979,0.314,135.187,audio_features,5llX10si6Uq3Nlzj9SEscb,spotify:track:5llX10si6Uq3Nlzj9SEscb,https://api.spotify.com/v1/tracks/5llX10si6Uq3Nlzj9SEscb,https://api.spotify.com/v1/audio-analysis/5llX10si6Uq3Nlzj9SEscb,306613,4
0.645,0.801,9,-9.703,1,0.0395,0.0015,0.00123,0.829,0.38,90.228,audio_features,2wNoL0AjfEinPYevhjujM3,spotify:track:2wNoL0AjfEinPYevhjujM3,https://api.spotify.com/v1/tracks/2wNoL0AjfEinPYevhjujM3,https://api.spotify.com/v1/audio-analysis/2wNoL0AjfEinPYevhjujM3,182320,4
0.357,0.437,4,-12.188,1,0.0276,0.332,0.0355,0.14,0.155,147.863,audio_features,1c5Bljx80EvlfPPUOeQfqL,spotify:track:1c5Bljx80EvlfPPUOeQfqL,https://api.spotify.com/v1/tracks/1c5Bljx80EvlfPPUOeQfqL,https://api.spotify.com/v1/audio-analysis/1c5Bljx80EvlfPPUOeQfqL,231800,3
0.441,0.543,2,-9.927,1,0.0321,0.175,4.67E-06,0.181,0.415,145.116,audio_features,6RIzcloXVK86QWlFUhMCi9,spotify:track:6RIzcloXVK86QWlFUhMCi9,https://api.spotify.com/v1/tracks/6RIzcloXVK86QWlFUhMCi9,https://api.spotify.com/v1/audio-analysis/6RIzcloXVK86QWlFUhMCi9,218529,3
0.222,0.577,11,-6.267,1,0.0378,0.164,0,0.172,0.152,86.065,audio_features,5NHsJN0omM4MwsAYjbvi1z,spotify:track:5NHsJN0omM4MwsAYjbvi1z,https://api.spotify.com/v1/tracks/5NHsJN0omM4MwsAYjbvi1z,https://api.spotify.com/v1/audio-analysis/5NHsJN0omM4MwsAYjbvi1z,228333,3
0.442,0.736,9,-9.546,1,0.0744,0.257,7.31E-05,0.157,0.597,134.21,audio_features,3N25RDKNufh7Sz8v7fwtUP,spotify:track:3N25RDKNufh7Sz8v7fwtUP,https://api.spotify.com/v1/tracks/3N25RDKNufh7Sz8v7fwtUP,https://api.spotify.com/v1/audio-analysis/3N25RDKNufh7Sz8v7fwtUP,227467,4
0.245,0.458,2,-13.372,1,0.0409,0.718,0.963,0.154,0.0447,64.517,audio_features,0sRidOyZHABfl4GS3t4YXg,spotify:track:0sRidOyZHABfl4GS3t4YXg,https://api.spotify.com/v1/tracks/0sRidOyZHABfl4GS3t4YXg,https://api.spotify.com/v1/audio-analysis/0sRidOyZHABfl4GS3t4YXg,76573,4
0.229,0.737,9,-7.701,0,0.0499,0.324,0.000115,0.974,0.357,146.933,audio_features,5qLlVF0ST7d0ZDF66iYqjN,spotify:track:5qLlVF0ST7d0ZDF66iYqjN,https://api.spotify.com/v1/tracks/5qLlVF0ST7d0ZDF66iYqjN,https://api.spotify.com/v1/audio-analysis/5qLlVF0ST7d0ZDF66iYqjN,332893,4
0.362,0.86,5,-5.707,1,0.0891,0.0702,0.00615,0.347,0.318,89.305,audio_features,5qokNLNIRlT6CmYkNIBi7r,spotify:track:5qokNLNIRlT6CmYkNIBi7r,https://api.spotify.com/v1/tracks/5qokNLNIRlT6CmYkNIBi7r,https://api.spotify.com/v1/audio-analysis/5qokNLNIRlT6CmYkNIBi7r,249147,4
0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,audio_features,5RH1Ms367p8XnmMe58adDK,spotify:track:5RH1Ms367p8XnmMe58adDK,https://api.spotify.com/v1/tracks/5RH1Ms367p8XnmMe58adDK,https://api.spotify.com/v1/audio-analysis/5RH1Ms367p8XnmMe58adDK,122067,4
0.354,0.843,11,-9.17,0,0.378,0.355,0.0126,0.789,0.348,137.62,audio_features,0w7lKfhxW190u1ckXi45E9,spotify:track:0w7lKfhxW190u1ckXi45E9,https://api.spotify.com/v1/tracks/0w7lKfhxW190u1ckXi45E9,https://api.spotify.com/v1/audio-analysis/0w7lKfhxW190u1ckXi45E9,310013,4
0.549,0.816,10,-8.106,1,0.0489,0.164,0,0.802,0.42,125.076,audio_features,5T1JtCEHOzshKXExJHHvlb,spotify:track:5T1JtCEHOzshKXExJHHvlb,https://api.spotify.com/v1/tracks/5T1JtCEHOzshKXExJHHvlb,https://api.spotify.com/v1/audio-analysis/5T1JtCEHOzshKXExJHHvlb,128147,4
0.177,0.35,4,-8.989,0,0.0334,0.585,0.00235,0.113,0.0388,71.601,audio_features,78Uj2ZVdsds9yvJfAw1Qcq,spotify:track:78Uj2ZVdsds9yvJfAw1Qcq,https://api.spotify.com/v1/tracks/78Uj2ZVdsds9yvJfAw1Qcq,https://api.spotify.com/v1/audio-analysis/78Uj2ZVdsds9yvJfAw1Qcq,315146,4
0.482,0.396,0,-8.348,0,0.0296,0.591,0,0.0927,0.0955,119.194,audio_features,6r862ZdyJEHbiZsBOd186U,spotify:track:6r862ZdyJEHbiZsBOd186U,https://api.spotify.com/v1/tracks/6r862ZdyJEHbiZsBOd186U,https://api.spotify.com/v1/audio-analysis/6r862ZdyJEHbiZsBOd186U,251333,3
0.796,0.43,4,-8.994,1,0.0325,0.0869,0.000343,0.0776,0.559,108.959,audio_features,5TCkm09syW6eVofZGJ7rgG,spotify:track:5TCkm09syW6eVofZGJ7rgG,https://api.spotify.com/v1/tracks/5TCkm09syW6eVofZGJ7rgG,https://api.spotify.com/v1/audio-analysis/5TCkm09syW6eVofZGJ7rgG,258000,4
0.401,0.583,2,-8.624,1,0.037,0.386,0,0.251,0.548,131.833,audio_features,5uEvurgAix0TCGiSgrf30v,spotify:track:5uEvurgAix0TCGiSgrf30v,https://api.spotify.com/v1/tracks/5uEvurgAix0TCGiSgrf30v,https://api.spotify.com/v1/audio-analysis/5uEvurgAix0TCGiSgrf30v,226812,3
0.492,0.759,4,-6.938,1,0.0511,0.0321,0.00224,0.0988,0.522,132.547,audio_features,5v1osKVFv3rXWb1VJDO9pW,spotify:track:5v1osKVFv3rXWb1VJDO9pW,https://api.spotify.com/v1/tracks/5v1osKVFv3rXWb1VJDO9pW,https://api.spotify.com/v1/audio-analysis/5v1osKVFv3rXWb1VJDO9pW,252933,4
0.29,0.719,5,-8.668,0,0.0801,0.538,0.0437,0.692,0.272,102.152,audio_features,32mc785WDUODefpJBqfhv6,spotify:track:32mc785WDUODefpJBqfhv6,https://api.spotify.com/v1/tracks/32mc785WDUODefpJBqfhv6,https://api.spotify.com/v1/audio-analysis/32mc785WDUODefpJBqfhv6,273720,4
0.166,0.435,2,-9.716,0,0.037,0.32,1.81E-05,0.128,0.0641,150.175,audio_features,6pgXk0UoO3Ck0jCQ40ufg1,spotify:track:6pgXk0UoO3Ck0jCQ40ufg1,https://api.spotify.com/v1/tracks/6pgXk0UoO3Ck0jCQ40ufg1,https://api.spotify.com/v1/audio-analysis/6pgXk0UoO3Ck0jCQ40ufg1,239120,4
0.289,0.875,7,-7.356,1,0.0803,0.0472,0.0325,0.97,0.516,143.798,audio_features,4v6UosNIZ2Sy1DFtvZQqO6,spotify:track:4v6UosNIZ2Sy1DFtvZQqO6,https://api.spotify.com/v1/tracks/4v6UosNIZ2Sy1DFtvZQqO6,https://api.spotify.com/v1/audio-analysis/4v6UosNIZ2Sy1DFtvZQqO6,292893,4
0.566,0.912,2,-5.265,1,0.0964,0.192,7.19E-06,0.127,0.372,143.982,audio_features,75ENUdaC0r3jdu9YllYQ3y,spotify:track:75ENUdaC0r3jdu9YllYQ3y,https://api.spotify.com/v1/tracks/75ENUdaC0r3jdu9YllYQ3y,https://api.spotify.com/v1/audio-analysis/75ENUdaC0r3jdu9YllYQ3y,277773,4
0.538,0.599,9,-8.104,0,0.0417,0.578,4.85E-06,0.711,0.332,115.709,audio_features,6tYhCu1431FUl1vXG3VvOL,spotify:track:6tYhCu1431FUl1vXG3VvOL,https://api.spotify.com/v1/tracks/6tYhCu1431FUl1vXG3VvOL,https://api.spotify.com/v1/audio-analysis/6tYhCu1431FUl1vXG3VvOL,275693,4
0.367,0.18,5,-11.544,1,0.0285,0.937,6.33E-06,0.116,0.27,75.604,audio_features,2IKkqAzZBE4pbSkwJC6tRW,spotify:track:2IKkqAzZBE4pbSkwJC6tRW,https://api.spotify.com/v1/tracks/2IKkqAzZBE4pbSkwJC6tRW,https://api.spotify.com/v1/audio-analysis/2IKkqAzZBE4pbSkwJC6tRW,213341,3
0.349,0.658,3,-9.744,1,0.0605,0.29,4.29E-05,0.932,0.265,74.882,audio_features,5WnIPc9cBMENPkxIlESu7y,spotify:track:5WnIPc9cBMENPkxIlESu7y,https://api.spotify.com/v1/tracks/5WnIPc9cBMENPkxIlESu7y,https://api.spotify.com/v1/audio-analysis/5WnIPc9cBMENPkxIlESu7y,330333,4
0.928,0.531,5,-6.52,0,0.161,0.0969,0.314,0.16,0.765,109.963,audio_features,5WPZFllMlnkC1LJvAoqlPh,spotify:track:5WPZFllMlnkC1LJvAoqlPh,https://api.spotify.com/v1/tracks/5WPZFllMlnkC1LJvAoqlPh,https://api.spotify.com/v1/audio-analysis/5WPZFllMlnkC1LJvAoqlPh,215333,4
0.611,0.731,1,-9.07,1,0.13,0.347,0,0.123,0.664,138.569,audio_features,78i02FktJnKqdcY0ObxhsU,spotify:track:78i02FktJnKqdcY0ObxhsU,https://api.spotify.com/v1/tracks/78i02FktJnKqdcY0ObxhsU,https://api.spotify.com/v1/audio-analysis/78i02FktJnKqdcY0ObxhsU,202653,4
0.444,0.945,0,-8.388,1,0.081,0.00318,7.85E-05,0.346,0.392,145.482,audio_features,6vlEyCgWyBL84OHeI8sd2j,spotify:track:6vlEyCgWyBL84OHeI8sd2j,https://api.spotify.com/v1/tracks/6vlEyCgWyBL84OHeI8sd2j,https://api.spotify.com/v1/audio-analysis/6vlEyCgWyBL84OHeI8sd2j,169760,4
0.155,0.938,10,-4.624,1,0.126,0.00543,0.00262,0.359,0.383,184.469,audio_features,44XWtXS1N27SIgdlKwE24B,spotify:track:44XWtXS1N27SIgdlKwE24B,https://api.spotify.com/v1/tracks/44XWtXS1N27SIgdlKwE24B,https://api.spotify.com/v1/audio-analysis/44XWtXS1N27SIgdlKwE24B,207600,4
0.58,0.895,2,-6.176,1,0.0848,0.203,7.37E-06,0.0973,0.416,144.025,audio_features,5yQamAKfuMQ1yVp8Pwy66W,spotify:track:5yQamAKfuMQ1yVp8Pwy66W,https://api.spotify.com/v1/tracks/5yQamAKfuMQ1yVp8Pwy66W,https://api.spotify.com/v1/audio-analysis/5yQamAKfuMQ1yVp8Pwy66W,271013,4
0.0635,0.977,2,-4.993,1,0.089,0.000197,0.000192,0.935,0.108,196.994,audio_features,6UahRMJhSjxn1CIhd4l4X7,spotify:track:6UahRMJhSjxn1CIhd4l4X7,https://api.spotify.com/v1/tracks/6UahRMJhSjxn1CIhd4l4X7,https://api.spotify.com/v1/audio-analysis/6UahRMJhSjxn1CIhd4l4X7,214453,4
0.339,0.264,9,-10.012,0,0.0281,0.628,0,0.148,0.416,78.916,audio_features,0jJ0n1M9gtDMRDx08UJCAT,spotify:track:0jJ0n1M9gtDMRDx08UJCAT,https://api.spotify.com/v1/tracks/0jJ0n1M9gtDMRDx08UJCAT,https://api.spotify.com/v1/audio-analysis/0jJ0n1M9gtDMRDx08UJCAT,104893,4
0.946,0.581,6,-9.296,0,0.23,0.0625,2.71E-06,0.0623,0.808,105.973,audio_features,61FHPHXfnA0SG9sGjkrHNo,spotify:track:61FHPHXfnA0SG9sGjkrHNo,https://api.spotify.com/v1/tracks/61FHPHXfnA0SG9sGjkrHNo,https://api.spotify.com/v1/audio-analysis/61FHPHXfnA0SG9sGjkrHNo,260840,4
0.461,0.533,2,-7.677,1,0.0257,0.17,0.00021,0.119,0.371,77.031,audio_features,3Zqcy8M3poaABGmOkbFSAA,spotify:track:3Zqcy8M3poaABGmOkbFSAA,https://api.spotify.com/v1/tracks/3Zqcy8M3poaABGmOkbFSAA,https://api.spotify.com/v1/audio-analysis/3Zqcy8M3poaABGmOkbFSAA,249200,4
0.481,0.651,1,-6.022,1,0.027,0.158,0,0.549,0.549,91.963,audio_features,6oErvA4QzEuUEwqUwn66H6,spotify:track:6oErvA4QzEuUEwqUwn66H6,https://api.spotify.com/v1/tracks/6oErvA4QzEuUEwqUwn66H6,https://api.spotify.com/v1/audio-analysis/6oErvA4QzEuUEwqUwn66H6,301360,4
0.663,0.751,1,-8.805,1,0.0421,0.0356,0.000238,0.0717,0.675,100.099,audio_features,66iUEsOhZ9TsyBQ683qaVe,spotify:track:66iUEsOhZ9TsyBQ683qaVe,https://api.spotify.com/v1/tracks/66iUEsOhZ9TsyBQ683qaVe,https://api.spotify.com/v1/audio-analysis/66iUEsOhZ9TsyBQ683qaVe,251613,4
0.121,0.13,7,-13.406,1,0.0374,0.673,6.73E-05,0.0844,0.0362,48.223,audio_features,3GeIQRl45obhurnn2t0jrC,spotify:track:3GeIQRl45obhurnn2t0jrC,https://api.spotify.com/v1/tracks/3GeIQRl45obhurnn2t0jrC,https://api.spotify.com/v1/audio-analysis/3GeIQRl45obhurnn2t0jrC,154067,4
0.601,0.446,0,-10.278,1,0.0282,0.27,0,0.177,0.325,110.196,audio_features,41whcx3vMYgUPNTjjorYkN,spotify:track:41whcx3vMYgUPNTjjorYkN,https://api.spotify.com/v1/tracks/41whcx3vMYgUPNTjjorYkN,https://api.spotify.com/v1/audio-analysis/41whcx3vMYgUPNTjjorYkN,279507,4
0.478,0.64,1,-5.914,1,0.0259,0.176,0,0.209,0.52,91.914,audio_features,625y4LM6vsi4oeZDdXxXW1,spotify:track:625y4LM6vsi4oeZDdXxXW1,https://api.spotify.com/v1/tracks/625y4LM6vsi4oeZDdXxXW1,https://api.spotify.com/v1/audio-analysis/625y4LM6vsi4oeZDdXxXW1,294867,4
0.409,0.725,0,-6.78,1,0.0314,0.121,0,0.322,0.472,77.465,audio_features,4jtV8U4336xaMtS5fc9KhK,spotify:track:4jtV8U4336xaMtS5fc9KhK,https://api.spotify.com/v1/tracks/4jtV8U4336xaMtS5fc9KhK,https://api.spotify.com/v1/audio-analysis/4jtV8U4336xaMtS5fc9KhK,285773,4
0.744,0.499,5,-7.689,1,0.0352,0.176,0.000393,0.102,0.678,112.338,audio_features,2j0V4xxBg92OotZ5pPKsGz,spotify:track:2j0V4xxBg92OotZ5pPKsGz,https://api.spotify.com/v1/tracks/2j0V4xxBg92OotZ5pPKsGz,https://api.spotify.com/v1/audio-analysis/2j0V4xxBg92OotZ5pPKsGz,343320,4
0.667,0.713,2,-7.253,1,0.0462,0.521,0,0.0734,0.526,113.521,audio_features,63fDE0WiIXFr1temhYkQKQ,spotify:track:63fDE0WiIXFr1temhYkQKQ,https://api.spotify.com/v1/tracks/63fDE0WiIXFr1temhYkQKQ,https://api.spotify.com/v1/audio-analysis/63fDE0WiIXFr1temhYkQKQ,236507,4
0.796,0.43,4,-8.994,1,0.0325,0.0869,0.000343,0.0776,0.559,108.959,audio_features,65v5Knn6FWmbrbQOtYhLD9,spotify:track:65v5Knn6FWmbrbQOtYhLD9,https://api.spotify.com/v1/tracks/65v5Knn6FWmbrbQOtYhLD9,https://api.spotify.com/v1/audio-analysis/65v5Knn6FWmbrbQOtYhLD9,258000,4
0.426,0.687,11,-6.926,0,0.0329,0.409,0,0.112,0.189,84.141,audio_features,7zv5oGRQoJX09QM3pkvI1w,spotify:track:7zv5oGRQoJX09QM3pkvI1w,https://api.spotify.com/v1/tracks/7zv5oGRQoJX09QM3pkvI1w,https://api.spotify.com/v1/audio-analysis/7zv5oGRQoJX09QM3pkvI1w,277827,4
0.42,0.677,7,-4.533,1,0.0276,0.0185,0.000932,0.292,0.157,79.977,audio_features,4fm6uqfR9apdFcjMXnmjtf,spotify:track:4fm6uqfR9apdFcjMXnmjtf,https://api.spotify.com/v1/tracks/4fm6uqfR9apdFcjMXnmjtf,https://api.spotify.com/v1/audio-analysis/4fm6uqfR9apdFcjMXnmjtf,207398,4
0.591,0.483,3,-9.82,1,0.0301,0.276,0,0.211,0.219,80.979,audio_features,68PNkoYd3DcGEAfKVgymnb,spotify:track:68PNkoYd3DcGEAfKVgymnb,https://api.spotify.com/v1/tracks/68PNkoYd3DcGEAfKVgymnb,https://api.spotify.com/v1/audio-analysis/68PNkoYd3DcGEAfKVgymnb,193880,4
0.683,0.427,0,-9.611,1,0.0281,0.372,9.01E-05,0.0716,0.526,112.651,audio_features,7xfgqUbGVBs0RJKcsURTHY,spotify:track:7xfgqUbGVBs0RJKcsURTHY,https://api.spotify.com/v1/tracks/7xfgqUbGVBs0RJKcsURTHY,https://api.spotify.com/v1/audio-analysis/7xfgqUbGVBs0RJKcsURTHY,254916,4
0.356,0.414,7,-8.626,1,0.0297,0.315,3.70E-06,0.179,0.212,146.402,audio_features,6a0bGgN3heaoN211kvpCEz,spotify:track:6a0bGgN3heaoN211kvpCEz,https://api.spotify.com/v1/tracks/6a0bGgN3heaoN211kvpCEz,https://api.spotify.com/v1/audio-analysis/6a0bGgN3heaoN211kvpCEz,258800,4
0.463,0.886,9,-9.063,1,0.171,0.321,1.98E-05,0.422,0.391,133.829,audio_features,1ALduW3tD8WivouHSGHFLJ,spotify:track:1ALduW3tD8WivouHSGHFLJ,https://api.spotify.com/v1/tracks/1ALduW3tD8WivouHSGHFLJ,https://api.spotify.com/v1/audio-analysis/1ALduW3tD8WivouHSGHFLJ,230173,4
0.263,0.892,9,-4.001,1,0.0903,0.363,0.00109,0.563,0.371,92.067,audio_features,6apGRxhCwbvQSNlnptH3c9,spotify:track:6apGRxhCwbvQSNlnptH3c9,https://api.spotify.com/v1/tracks/6apGRxhCwbvQSNlnptH3c9,https://api.spotify.com/v1/audio-analysis/6apGRxhCwbvQSNlnptH3c9,287893,4
0.601,0.762,2,-6.906,0,0.0453,0.679,1.61E-06,0.358,0.754,76.979,audio_features,6Bstgx6XpLbPnYQqkU6Jc6,spotify:track:6Bstgx6XpLbPnYQqkU6Jc6,https://api.spotify.com/v1/tracks/6Bstgx6XpLbPnYQqkU6Jc6,https://api.spotify.com/v1/audio-analysis/6Bstgx6XpLbPnYQqkU6Jc6,163360,4
0.429,0.922,7,-6.649,1,0.0924,0.0235,0.00138,0.0954,0.439,120.361,audio_features,6d2UQWWWZj3k4BE6WcN4IT,spotify:track:6d2UQWWWZj3k4BE6WcN4IT,https://api.spotify.com/v1/tracks/6d2UQWWWZj3k4BE6WcN4IT,https://api.spotify.com/v1/audio-analysis/6d2UQWWWZj3k4BE6WcN4IT,133813,4
0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,audio_features,4cIPLtg1avt2Jm3ne9S1zy,spotify:track:4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/tracks/4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/audio-analysis/4cIPLtg1avt2Jm3ne9S1zy,179600,4
