"week","HC"
14.71428571,99.2249535852732
14.14285714,99.8921618880182
14.14285714,104.432830459025
19.57142857,178.587330978418
16.28571429,130.960926425986
27.28571429,257.345422146394
31.57142857,299.656387322772
34.28571429,335.63280521241
36.28571429,329.283415441348
37.28571429,344.027746812108
21.71428571,182.455372849858
32.42857143,292.637797598881
37.57142857,334.377073016831
40.42857143,327.934607686935
20.14285714,166.82286184623
22.28571429,194.382989120438
29.71428571,271.823044827789
34.28571429,311.027416759797
37.57142857,26.9806142960773
40.14285714,332.008678443574
27.28571429,251.324016160208
31.14285714,268.222412518504
35.14285714,300.490996445917
37.14285714,321.01536209684
14,89.7734887485317
15.14285714,110.948791504854
19,170.349473350082
23.14285714,209.837520509518
29.57142857,260.781260071228
31.28571429,291.730309886054
33.28571429,309.996840293794
36.71428571,327.784424837426
28.42857143,264.091929541397
34.14285714,281.745048288772
36.14285714,288.560995024506
37.71428571,290.286666849117
18.71428571,147.146721252515
30.71428571,282.977022169922
35.28571429,338.363581415298
37.85714286,327.585568479967
18.42857143,146.422139537654
22,189.754463362304
32.42857143,296.233380022178
36.42857143,314.884566847011
16.57142857,114.507210328924
23.85714286,216.455837762353
32,294.232717640279
16.57142857,143.766317819344
26,251.38143222952
33,315.835439440137
36,341.76478790055
20.57142857,174.659069981136
31.57142857,310.698658471203
35.57142857,330.994854203935
34.28571429,295.446168709867
37.28571429,330.011103409624
14.42857143,101.755780352222
32.42857143,297.120554425889
37.28571429,339.396351200781
19,162.055955839128
33.28571429,305.851787857638
21.42857143,172.947460702729
31.14285714,282.401621623896
19.85714286,166.588411229091
30,276.877962121303
21.14285714,176.198790025991
30.71428571,293.088064569575
37.71428571,330.872888294164
40.57142857,333.991406886672
15.42857143,108.401767899017
18.42857143,155.203147980793
21.42857143,177.432514354137
28.85714286,241.84783022456
31.42857143,295.738714295639
32.71428571,298.969743619705
33.71428571,298.459039111402
34.57142857,319.530135458915
36.57142857,310.084036095009
37.85714286,324.452161140256
38.85714286,327.032384660731
40.85714286,339.460241638572
41.42857143,345.793137316942
16.57142857,124.674824734469
20.85714286,161.269040753767
31.14285714,271.256570113086
32.71428571,284.559491511583
35.14285714,310.716838944825
38.57142857,329.830621951386
40.57142857,331.19345861351
23,204.45734372176
33,299.025930478665
38.28571429,333.569318478594
40,330.219451339331
19.28571429,164.794640122086
21.14285714,190.297830838268
24.42857143,224.361529054001
26.14285714,235.165922447019
28.42857143,276.773623245744
29.57142857,283.080949580328
32.14285714,296.343879802968
32.85714286,306.906463994139
35.85714286,318.436720925976
18.28571429,159.159116913966
35.85714286,324.448593792504
22.42857143,180.581653716726
32.57142857,295.477136862942
40.42857143,329.25060332928
20.42857143,172.266412436684
32.85714286,300.094124917081
21.85714286,190.699199229662
31.71428571,292.170923022793
37,319.595232811541
31.42857143,291.561911265604
27,251.533048856389
30.71428571,286.515116624122
32.71428571,293.174717873476
34.85714286,321.104277549191
37.42857143,313.061068174396
32.71428571,307.543495802356
22.14285714,177.29037742493
31.14285714,275.095602319635
19.14285714,159.331534083808
22.71428571,209.21894926165
32.42857143,297.768658482698
40.42857143,335.662689671171
25.85714286,237.102080655357
29.57142857,282.843342585275
34,301.830005582025
22,212.449358631182
30.42857143,290.986616818937
29.42857143,274.922469916034
21.42857143,199.284413791456
27.28571429,25.3953750838901
29.42857143,287.57419318449
35.42857143,315.20950567133
37.42857143,311.501767687045
17.57142857,139.621725871535
32.85714286,304.124964022745
34.28571429,333.584612612817
29.57142857,280.171422123849
38.85714286,301.326467624136
21.28571429,179.292383443102
21.28571429,201.047094770055
15.42857143,121.811822037979
18.57142857,159.189714975395
21.42857143,190.103056016725
30.57142857,277.274947155295
24.71428571,227.655415391922
27.71428571,246.964271393356
30.71428571,266.33613569419
32.57142857,284.649797458502
34.57142857,297.866097062855
36.57142857,305.63323634371
20,164.114090675613
30.14285714,270.642949636543
33.28571429,285.415382668264
36.28571429,301.107927136754
20.85714286,180.640992258737
16,123.259839878023
21.14285714,194.600192362596
27.28571429,267.902812195292
36.28571429,324.133491429933
20.57142857,187.146830466206
32.28571429,306.165645351385
40.28571429,351.64915048817
14.71428571,113.029959010909
18.14285714,148.933904612031
20.28571429,186.578705891408
31.14285714,297.536878895872
36.57142857,334.076688071772
40.14285714,355.672926117215
28,258.167331240624
32.14285714,314.590693022684
38,339.690939736825
40.71428571,334.105824376826
20.57142857,176.129593097838
19.85714286,165.430242184361
40.28571429,330.17557908666
22.14285714,205.539523357624
26.71428571,247.129397025049
20.42857143,171.98161870529
27,222.61104055188
32.42857143,258.420532991506
32.28571429,310.535946661244
36.57142857,314.641788584369
40.42857143,346.768225715133
15,116.297126237964
20.71428571,181.080540693879
30,267.779599396379
37.85714286,314.39860952606
40.42857143,312.704896519316
22.42857143,191.598313861096
27.28571429,241.480208851929
33.28571429,300.760263200481
35.42857143,313.399507131815
33.28571429,305.278460897464
40.85714286,318.342894707369
21.71428571,200.066700493278
21.57142857,174.812357495875
33.57142857,308.522423422099
35.57142857,323.955921453187
40.57142857,341.398467267429
31.42857143,296.778313285547
37.14285714,334.293716043228
40.14285714,350.996237061111
41.42857143,346.854126073284
17.85714286,142.620751061969
35.28571429,301.879542834126
23.28571429,204.625758475676
31.28571429,279.938261432575
39.28571429,334.420542790276
16,22.6466214215737
21.28571429,190.64937570527
26,252.295197504329
32.28571429,308.560313286954
38.85714286,335.4978354418
40.28571429,335.057719653057
25.85714286,235.130636429738
22.28571429,181.78298409767
25.28571429,19.0674884466915
28.28571429,238.513104738954
31.42857143,271.37809135265
36.28571429,19.8570538338601
17.14285714,180.007204982974
21.71428571,208.774492242263
15.57142857,99.4657335490153
19.85714286,146.883909158898
16.71428571,120.59950659066
20.85714286,176.081693958582
21.14285714,174.324281721257
31.57142857,292.428581161773
40.28571429,37.8386265421058
20.28571429,157.343637119425
32.57142857,305.400412062199
21.57142857,167.853901181739
30.57142857,289.091520916645
23.57142857,218.886472252406
32.28571429,277.929955981166
36,306.672764911663
38.14285714,324.582304426845
14.42857143,105.219657330251
14.28571429,97.3212425812841
15.42857143,111.5367347705
25.85714286,228.426947603485
37.71428571,331.527310407004
31.42857143,277.403357516298
15.57142857,119.6972403298
20.28571429,179.03453887601
30.57142857,272.302896826851
36,319.908635903627
17.85714286,148.544621571543
20,182.466415642968
27,254.20070498636
33,302.008016358657
36.42857143,322.444209959281
39.71428571,325.503944840987
19,160.285460794461
29.71428571,279.019758710141
33.71428571,318.335358061357
35.71428571,321.81179867575
30.71428571,296.333836216528
34.85714286,326.96524547826
36.85714286,315.519726526333
38.71428571,332.449718339597
38.71428571,337.979531056312
38.57142857,320.239497117487
31.14285714,281.556001894137
35.85714286,313.241303002248
37.85714286,328.738496374573
17.85714286,135.1470799776
21.85714286,171.506512548396
24.85714286,217.620294669091
28.42857143,257.765355887136
29.85714286,256.188338163273
32.85714286,295.56386447592
35.85714286,294.017331570987
37.71428571,308.686767574463
39.85714286,337.220051063606
34.42857143,311.412251761638
36.42857143,312.977013603444
38.42857143,326.961636347979
40.42857143,33.8477016595895
40.57142857,31.3585326056778
29.28571429,262.662919335097
33.71428571,298.019278011232
15.71428571,122.124618694779
24.57142857,203.316467864302
32.42857143,277.807396090307
40.14285714,327.515174287573
24.57142857,234.957503733075
29.42857143,274.880661375338
20.85714286,176.066096013419
34.85714286,307.997671399728
32,291.002005149669
36,318.934819115872
19,159.045985736682
15.57142857,129.783249189569
22.42857143,200.404713091226
30.14285714,281.049961010854
32.14285714,303.078993974072
37.42857143,342.828979165373
40.14285714,335.99556476044
22.14285714,173.326684264812
25.57142857,227.737551874223
30.71428571,259.787461301071
34.14285714,294.268996966407
36.14285714,313.09686902585
38.42857143,309.082865604722
40.28571429,314.781753871367
23.57142857,220.057217515532
27.14285714,242.538276866943
29.71428571,275.154328269912
32.71428571,307.977149380372
34.71428571,315.025899668472
35.14285714,328.737208135651
37.71428571,324.817818534723
40.57142857,343.943173433161
16.71428571,125.123776041166
19.71428571,165.483687975425
30.71428571,293.117255226153
33.85714286,310.925552403694
17,139.109192155188
23.14285714,193.103960321595
25.14285714,226.375072206749
29.14285714,275.135349538492
30.42857143,31.8848914293289
40.42857143,33.8361898789265
17,131.819196457122
23.14285714,196.3897921281
34,298.737247782897
21,183.400120710918
29.71428571,290.306353191211
16.28571429,127.848381506125
31.28571429,287.974421260843
21.57142857,200.684008098303
15.28571429,127.469821433007
17.71428571,153.690416236336
20.71428571,187.608207244544
28.85714286,270.70248477838
20.57142857,186.009672511508
30.28571429,304.37534482294
29.42857143,298.408998009251
20.85714286,194.069592407911
32.28571429,314.811607923543
35.28571429,336.793550322739
21.71428571,184.068548415515
27.57142857,244.025845321046
29.71428571,295.011972179113
33.14285714,299.56284341368
34.14285714,318.492804092552
36.14285714,339.810432932962
22.71428571,205.84332977689
29.14285714,262.218308657814
32.14285714,277.07862707283
34.28571429,302.796907487763
35.14285714,300.686961819017
37.28571429,303.35412299322
19.85714286,183.429533171591
33.28571429,319.292443031854
20.57142857,170.451507108862
32.71428571,288.87481780349
23.85714286,218.281895217633
31.85714286,287.980910136424
37.42857143,305.900509111578
36.42857143,332.633212625198
26.85714286,258.622652904124
20.42857143,178.341349043387
28.42857143,277.053943273508
27.42857143,265.035411602377
27,234.81573570758
31,260.873509686811
33,267.370644992693
36.28571429,337.692372518423
22,195.53163339951
33.14285714,315.436642482198
33,292.952003423974
37.85714286,316.890599826792
39.14285714,315.932150463435
19.28571429,173.823861295308
31.14285714,286.176139838222
40.28571429,339.357574803066
17.42857143,128.003108213005
31.71428571,277.462420390432
38.71428571,331.820615458873
27.14285714,251.434949189135
32.28571429,292.264672258272
36.28571429,311.447850934929
22,198.836190972781
33.14285714,295.828768275274
35.85714286,312.808700795664
38.71428571,326.870899672864
21.14285714,195.501356388159
32.85714286,308.901709517282
20,174.772219992044
33,290.13178190232
40.28571429,326.509762258279
31,287.755837076888
32.71428571,304.155894538192
31.42857143,288.216591143015
40.85714286,324.041569240578
40.57142857,334.6972588234
38.28571429,331.729549983068
24.42857143,213.853030011929
